YEAR,APT_NAME,Departures,Arrivals,Total
2020,Maribor,725,763,1488
2020,Marseille-Provence,23663,23741,47404
2020,Mehamn,1120,1109,2229
2020,Melilla,2399,2405,4804
2020,Menara,6911,6902,13813
2020,Metz-Nancy-Lorraine,1149,1149,2298
2020,Mikonos,3589,3615,7204
2020,Milan - Linate,20247,20441,40688
2020,Milan - Malpensa,46373,46380,92753
2020,Mo i Rana Røssvoll,1976,1982,3958
2020,Mohammed V International,17195,17054,34249
2020,Molde Årø,2036,2039,4075
2020,Montijo,105,88,193
2020,Montpellier-Méditerranée,8811,8867,17678
2020,Mosjøen Kjærstad,1372,1375,2747
2020,Muenster-Osnabrueck,5012,5449,10461
2020,Munich,72145,72102,144247
2020,Murcia San Javier,52,52,104
2020,Málaga,28471,28426,56897
2020,Namsos Høknesøra,998,997,1995
2020,Nantes-Atlantique,12490,12518,25008
2020,Naples,15505,15519,31024
2020,Newcastle,7091,7092,14183
2020,Nice-Côte d’Azur,33152,33166,66318
2020,Noain Pamplona,1010,1003,2013
2020,Nuremberg,9797,10083,19880
2020,Nîmes-Garons,1977,1862,3839
2020,Olsztyn-Mazury,513,510,1023
2020,Orsta¿Volda Hovden,1671,1672,3343
2020,Oslo - Gardermoen,61272,61281,122553
2020,Ostend-Bruges,2603,2639,5242
2020,Ostrava,2274,2312,4586
2020,Palanga,1040,1039,2079
2020,Palma - Son San Juan,75,60,135
2020,Palma de Mallorca,38197,38235,76432
2020,Paphos,3673,3667,7340
2020,Paris-Charles-de-Gaulle,110388,110353,220741
2020,Paris-Le Bourget,16731,16686,33417
2020,Paris-Orly,42336,42330,84666
2020,Pau-Pyrénées,2680,2673,5353
2020,Perpignan-Rivesaltes,4452,4516,8968
2020,Pisa San Giusto,9238,9194,18432
2020,Podgorica,2908,2908,5816
2020,Poitiers-Biard,1491,1540,3031
2020,Ponta Delgada,6136,6130,12266
2020,Porto,21729,21719,43448
2020,Porto Santo,741,749,1490
2020,Portorož,821,823,1644
2020,Poznan - Lawica,5409,5424,10833
2020,Prague,24974,25077,50051
2020,Quimper-Pluguffan,785,826,1611
2020,Rabat-Salé,2791,2774,5565
2020,Radom,0,1,1
2020,Región de Murcia International Airport,1326,1323,2649
2020,Rennes-Saint-Jacques,3919,3906,7825
2020,Reus,1323,1348,2671
2020,Riga,17587,17587,35174
2020,Rodez-Marcillac,982,1019,2001
2020,Rodos,7565,7564,15129
2020,Rome - Ciampino,13011,13053,26064
2020,Rome - Fiumicino,51702,51714,103416
2020,Roros,984,979,1963
2020,Rorvik Ryum,962,966,1928
2020,Rost,575,580,1155
2020,Rota,1846,1828,3674
2020,Rotterdam,5902,6005,11907
2020,Rzeszow - Jasionka,1997,2014,4011
2020,Saarbruecken,1963,2078,4041
2020,Sabadell,1031,682,1713
2020,Saint-Etienne-Bouthéon,648,663,1311
2020,Saint-Nazaire-Montoir,866,917,1783
2020,Salamanca Matalan,1304,1322,2626
2020,Salzburg,7313,7343,14656
2020,San Sebastian,956,963,1919
2020,Sandane  Anda,945,951,1896
2020,Sandnessjøen Stokka,1648,1659,3307
2020,Santa Maria,1033,1024,2057
2020,Santander,1961,1977,3938
2020,Santiago,4705,4677,9382
2020,Santorini,3583,3595,7178
2020,Sarajevo,2694,2689,5383
2020,Saïss,2093,2104,4197
2020,Sevilla,13605,13577,27182
2020,Seville - Moron,2505,2453,4958
2020,Shannon,4551,4586,9137
2020,Siauliai,1432,1439,2871
2020,Sion,2755,2725,5480
2020,Skiathos,858,880,1738
2020,Skopje,4122,4128,8250
2020,Sligo,24,19,43
2020,Sofia,17510,17474,34984
2020,Sogndal Haukåsen,2426,2424,4850
2020,Son Bonet,248,246,494
2020,Sorkjosen,693,694,1387
2020,Southampton,5260,5400,10660
2020,Stavanger,21146,21213,42359
2020,Stockholm - Arlanda,43065,43016,86081
2020,Stockholm - Bromma,9310,9324,18634
2020,Stokmarknes Skagen,1647,1651,3298
2020,Strasbourg-Entzheim,4719,4726,9445
2020,Stuttgart,24949,24909,49858
2020,Svalbard Longyear,668,676,1344
2020,Svolvær Helle,1377,1377,2754
2020,Szczecin - Goleniów,1620,1616,3236
2020,Tallinn,9585,9601,19186
2020,Tarbes-Lourdes Pyrénées,1773,1788,3561
2020,Tartu,455,456,911
2020,Tbilisi,5447,5433,10880
2020,Tenerife North,21710,21710,43420
2020,Tenerife Sur - Reina Sofia,14104,14085,28189
2020,Thessaloniki,12886,13087,25973
2020,Tirana,7641,7647,15288
2020,Torino Caselle,8515,8534,17049
2020,Toulouse-Blagnac,20602,20469,41071
2020,Tours-Val de Loire,940,950,1890
2020,Toussus-le-Noble,5605,5490,11095
2020,Treviso,1809,1810,3619
2020,Tromsø,16559,16522,33081
2020,Trondheim,16827,16818,33645
2020,Tukums Jurmala,5,3,8
2020,Vadsø,2974,3000,5974
2020,Valencia,15568,15633,31201
2020,Valencia - Requena,131,130,261
2020,Valladolid,645,686,1331
2020,Vardø Svartnes,820,816,1636
2020,Venice,17190,17175,34365
2020,Ventspils,1,2,3
2020,Vienna,54069,54060,108129
2020,Vigo,2014,2019,4033
2020,Vilnius,10163,10188,20351
2020,Vitoria,4367,4392,8759
2020,Værøy,548,551,1099
2020,Warszawa - Chopina,39923,39921,79844
2020,Warszawa - Modlin,4279,4335,8614
2020,Waterford,221,242,463
2020,Weston,87,85,172
2020,Wroclaw - Strachowice,6826,6835,13661
2020,Yerevan,4686,4687,9373
2020,Zagreb,10628,10650,21278
2020,Zakinthos,2394,2390,4784
2020,Zaragoza,3076,3075,6151
2020,Zielona Gora - Babimost,516,514,1030
2020,Zürich,52694,52676,105370
2020,iGA Istanbul Airport,92219,92308,184527
2021,Abad,84,83,167
2021,Aberdeen,13599,13601,27200
2021,Agen-La Garenne,906,952,1858
2021,Ajaccio-Napoléon-Bonaparte,8212,8202,16414
2021,Aktion,2297,2297,4594
2021,Al Massira,3637,3647,7284
2021,Albacete,347,388,735
2021,Albert-Bray,488,511,999
2021,Alesund,5464,5468,10932
2021,Alicante,25631,25641,51272
2021,Almeria,2386,2384,4770
2021,Alta,4175,4177,8352
2021,Amsterdam - Schiphol,139982,139892,279874
2021,Andenes,1662,1654,3316
2021,Angers-Marcé,787,834,1621
2021,Ankara - Esenboğa,30700,30689,61389
2021,Annecy-Meythet,1885,1949,3834
2021,Annemasse,1167,1104,2271
2021,Antalya,66537,66501,133038
2021,Antwerp,6669,6685,13354
2021,Asturias,3769,3763,7532
2021,Athens,76474,76587,153061
2021,Avignon-Caumont,3584,3852,7436
2021,Badajoz,710,714,1424
2021,Barcelona,81819,81875,163694
2021,Bardufoss,1541,1540,3081
2021,Bastia-Poretta,7490,7487,14977
2021,Batsfjord,1134,1130,2264
2021,Beauvais-Tillé,8173,8184,16357
2021,Belfast - Aldergrove,14092,14048,28140
2021,Belfast - City Airport,6355,6350,12705
2021,Belgrade - Nikola Tesla,24696,24671,49367
2021,Bergamo,25872,25998,51870
2021,Bergen,35270,35342,70612
2021,Bergerac-Roumanière,1219,1304,2523
2021,Berlevåg,811,812,1623
2021,Berlin - Brandenburg,51892,52022,103914
2021,Biarritz-Bayonne-Anglet,4747,4810,9557
2021,Biggin Hill,9485,9483,18968
2021,Bilbao,11690,11696,23386
2021,Birmingham,17265,17308,34573
2021,Bodø,16751,16659,33410
2021,Bologna,21104,21110,42214
2021,Bordeaux-Mérignac,19282,19316,38598
2021,Bratislava,5484,5496,10980
2021,Bremen,6798,7041,13839
2021,Brest-Bretagne,6098,6093,12191
2021,Brindisi,7803,7804,15607
2021,Bristol,12255,12768,25023
2021,Brive-Souillac,1364,1402,2766
2021,Brno-Tuřany,3026,3070,6096
2021,Bronnoysund Bronnoy,3142,3150,6292
2021,Brussels,57074,57070,114144
2021,Bucharest - Băneasa,2959,2966,5925
2021,Bucharest - Otopeni,35854,35858,71712
2021,Budapest - Ferihegy,27276,27267,54543
2021,Burgos,1028,838,1866
2021,Bydgoszcz,1056,1079,2135
2021,Bâle-Mulhouse,22154,22146,44300
2021,Béziers-Vias,2460,2523,4983
2021,Caen-Carpiquet,2189,2250,4439
2021,Calvi-Sainte-Catherine,3069,3104,6173
2021,Cannes-Mandelieu,7743,7608,15351
2021,Carcassonne-Salvaza,2005,2080,4085
2021,Cascais,3189,3132,6321
2021,Catania,25488,25487,50975
2021,Chambéry-Aix-les-Bains,1965,2042,4007
2021,Charleroi,16605,16569,33174
2021,Chișinău,8394,8405,16799
2021,Châlons-Vatry,1946,1953,3899
2021,Châteauroux-Déols,1347,1375,2722
2021,Ciudad Real Central,133,104,237
2021,Clermont-Ferrand-Auvergne,3180,3222,6402
2021,Cologne-Bonn,44681,45321,90002
2021,Connaught,832,846,1678
2021,Copenhagen - Kastrup,54932,54938,109870
2021,Cordoba,240,237,477
2021,Corfu,10510,10502,21012
2021,Cork,4090,4063,8153
2021,Deauville-Normandie,1257,1279,2536
2021,Dinard-Pleurtuit-Saint-Malo,922,978,1900
2021,Donegal,697,699,1396
2021,Dresden,3620,3698,7318
2021,Dublin,45519,45496,91015
2021,Dusseldorf,40984,41037,82021
2021,Dôle-Tavaux,1255,1293,2548
2021,East Midlands,23418,23468,46886
2021,Edinburgh,21799,21818,43617
2021,Erfurt,1750,1847,3597
2021,Farnborough,12621,12657,25278
2021,Faro,17636,17645,35281
2021,Figari-Sud Corse,6094,6125,12219
2021,Flores,808,808,1616
2021,Florø,3383,3396,6779
2021,Forde Bringeland,1286,1290,2576
2021,Frankfurt,130952,131014,261966
2021,Fuerteventura,16414,16414,32828
2021,Gdansk,12719,12725,25444
2021,Geneva,45783,45729,91512
2021,Gerona,3373,3716,7089
2021,Glasgow,16296,16315,32611
2021,Gran Canaria,40808,40733,81541
2021,Granada,3003,3031,6034
2021,Graz,5230,5315,10545
2021,Grenoble-Isère,2503,2563,5066
2021,Groningen,4005,4073,8078
2021,Göteborg,13610,13623,27233
2021,Hamburg,31465,31610,63075
2021,Hammerfest,5233,5255,10488
2021,Hanover,15694,15782,31476
2021,Harstad - Narvik Evenes,4401,4399,8800
2021,Haugesund,2450,2453,4903
2021,Helsinki - Vantaa,36134,36162,72296
2021,Heraklion,20961,20936,41897
2021,Hierro,2244,2250,4494
2021,Honningsvåg Valan,996,989,1985
2021,Horta,2199,2192,4391
2021,Hyères-Le Palyvestre,5136,5149,10285
2021,Ibiza,29935,29945,59880
2021,Ibn Batouta,5312,5290,10602
2021,Innsbruck,3617,3619,7236
2021,Istanbul Atatürk,17249,17253,34502
2021,Istanbul Sabiha Gökçen,88993,89031,178024
2021,Istres-Le Tubé,1540,1513,3053
2021,Izmir - Adnan Menderes,26608,26588,53196
2021,Jerez De La Frontera,6329,6313,12642
2021,Karlovy Vary,885,945,1830
2021,Katowice - Pyrzowice,12277,12293,24570
2021,Kaunas,3303,3303,6606
2021,Kefallinia,2321,2342,4663
2021,Kerry - Farranfore,1425,1431,2856
2021,Khania - Souda,10190,10152,20342
2021,Kiev - Boryspil,37918,37899,75817
2021,Kirkenes Høybuktmoen,3519,3530,7049
2021,Klagenfurt,1987,1987,3974
2021,Kos,7108,7085,14193
2021,Krakow - Balice,16448,16477,32925
2021,Kristiansand Kjevik,4297,4332,8629
2021,Kristiansund Kvernberget,4044,4052,8096
2021,La Coruna,3221,3213,6434
2021,La Gomera,986,989,1975
2021,La Palma,6583,6601,13184
2021,La Rochelle-Ile de Ré,1782,1859,3641
2021,Lakselv Banak,1204,1203,2407
2021,Lannion,290,303,593
2021,Lanzarote,18679,18681,37360
2021,Larnaca,19007,19011,38018
2021,Le Havre-Octeville,420,427,847
2021,Le Mans,637,677,1314
2021,Leipzig-Halle,36933,36970,73903
2021,Leknes,2172,2173,4345
2021,Lelystad,1035,989,2024
2021,Leon,425,430,855
2021,Liepaja,359,358,717
2021,Lille-Lesquin,7510,7512,15022
2021,Limoges-Bellegarde,2315,2358,4673
2021,Linz,4241,4329,8570
2021,Lisbon,57716,57664,115380
2021,Liège,20937,20971,41908
2021,Ljubljana,6486,6489,12975
2021,Lleida - Alguaire,2301,2359,4660
2021,Lodz - Lublinek,1533,1543,3076
2021,Logrono,157,166,323
2021,London - City,7240,7243,14483
2021,London - Gatwick,27925,27918,55843
2021,London - Heathrow,97677,97663,195340
2021,London - Luton,30710,30714,61424
2021,London - Stansted,46301,46241,92542
2021,Londonderry - Eglinton,1231,1230,2461
2021,Lorient-Lann Bihoué,2097,2050,4147
2021,Lublin,912,913,1825
2021,Luxembourg,23836,23848,47684
2021,Lučko,408,411,819
2021,Lyon-Bron,4940,4956,9896
2021,Lyon-Saint-Exupéry,27388,27377,54765
2021,Maastricht-Aachen,4449,4448,8897
2021,Madeira,8326,8326,16652
2021,Madrid - Barajas,108791,108756,217547
2021,Madrid - Cuatro Viento,1636,1353,2989
2021,Madrid - Getafe,501,523,1024
2021,Madrid - Torrejon,751,772,1523
2021,Mahon,12950,12952,25902
2021,Malta,16274,16225,32499
2021,Manchester,33326,33322,66648
2021,Maribor,961,1001,1962
2021,Marseille-Provence,29753,29946,59699
2021,Mehamn,1273,1277,2550
2021,Melilla,3785,3789,7574
2021,Menara,8555,8538,17093
2021,Metz-Nancy-Lorraine,890,917,1807
2021,Mikonos,7977,7997,15974
2021,Milan - Linate,33126,33516,66642
2021,Milan - Malpensa,59190,59270,118460
2021,Mo i Rana Røssvoll,2314,2313,4627
2021,Mohammed V International,23463,23444,46907
2021,Molde Årø,2045,2050,4095
2021,Montijo,105,102,207
2021,Montpellier-Méditerranée,10873,10946,21819
2021,Mosjøen Kjærstad,1951,1951,3902
2021,Muenster-Osnabrueck,5720,6257,11977
2021,Munich,75244,75193,150437
2021,Murcia San Javier,133,186,319
2021,Málaga,43720,43743,87463
2021,Namsos Høknesøra,1171,1167,2338
2021,Nantes-Atlantique,15205,15241,30446
2021,Naples,23137,23143,46280
2021,Newcastle,8119,8170,16289
2021,Nice-Côte d’Azur,47124,47128,94252
2021,Noain Pamplona,1327,1327,2654
2021,Nuremberg,10162,10416,20578
2021,Nîmes-Garons,2017,1844,3861
2021,Olsztyn-Mazury,465,469,934
2021,Orsta¿Volda Hovden,1840,1839,3679
2021,Oslo - Gardermoen,61866,61917,123783
2021,Ostend-Bruges,3389,3411,6800
2021,Ostrava,3304,3305,6609
2021,Palanga,832,834,1666
2021,Palermo Falcone-Borsellino,20492,20493,40985
2021,Palma - Son San Juan,62,58,120
2021,Palma de Mallorca,70277,70259,140536
2021,Paphos,6803,6808,13611
2021,Paris-Charles-de-Gaulle,128106,127988,256094
2021,Paris-Le Bourget,25950,25952,51902
2021,Paris-Orly,60281,60317,120598
2021,Pau-Pyrénées,3404,3337,6741
2021,Perpignan-Rivesaltes,5065,5042,10107
2021,Pisa San Giusto,12702,12627,25329
2021,Podgorica,4111,4121,8232
2021,Poitiers-Biard,2067,2187,4254
2021,Ponta Delgada,8546,8517,17063
2021,Porto,26962,26980,53942
2021,Porto Santo,1135,1141,2276
2021,Portorož,1010,1017,2027
2021,Poznan - Lawica,6917,6930,13847
2021,Prague,28222,28318,56540
2021,Quimper-Pluguffan,970,980,1950
2021,Rabat-Salé,4469,4493,8962
2021,Radom,0,0,0
2021,Región de Murcia International Airport,1632,1625,3257
2021,Rennes-Saint-Jacques,5291,5301,10592
2021,Reus,1850,1904,3754
2021,Riga,19143,19142,38285
2021,Rodez-Marcillac,1476,1518,2994
2021,Rodos,14484,14483,28967
2021,Rome - Ciampino,17667,17753,35420
2021,Rome - Fiumicino,56988,57003,113991
2021,Roros,670,668,1338
2021,Rorvik Ryum,1148,1151,2299
2021,Rost,635,635,1270
2021,Rota,2477,2437,4914
2021,Rotterdam,7373,7490,14863
2021,Rouen,1455,1495,2950
2021,Rzeszow - Jasionka,2121,2147,4268
2021,Saarbruecken,2025,2123,4148
2021,Sabadell,1447,986,2433
2021,Saint-Etienne-Bouthéon,973,980,1953
2021,Saint-Nazaire-Montoir,1217,1296,2513
2021,Salamanca Matalan,1510,1525,3035
2021,Salzburg,7250,7288,14538
2021,San Sebastian,1209,1219,2428
2021,Sandane  Anda,970,968,1938
2021,Sandnessjøen Stokka,1742,1739,3481
2021,Santa Maria,1237,1251,2488
2021,Santander,2833,2835,5668
2021,Santiago,6915,6921,13836
2021,Santorini,7917,7925,15842
2021,Sarajevo,5347,5334,10681
2021,Saïss,4147,4154,8301
2021,Sevilla,17373,17342,34715
2021,Seville - Moron,2508,2441,4949
2021,Shannon,5239,5255,10494
2021,Siauliai,1396,1398,2794
2021,Sion,3217,3190,6407
2021,Skiathos,1485,1489,2974
2021,Skopje,6663,6664,13327
2021,Sligo,39,47,86
2021,Sofia,19939,19949,39888
2021,Sogndal Haukåsen,2345,2345,4690
2021,Son Bonet,527,514,1041
2021,Sorkjosen,856,855,1711
2021,Southampton,5536,5595,11131
2021,Stavanger,22211,22269,44480
2021,Stockholm - Arlanda,45516,45500,91016
2021,Stockholm - Bromma,11123,11148,22271
2021,Stokmarknes Skagen,2222,2223,4445
2021,Strasbourg-Entzheim,5164,5167,10331
2021,Stuttgart,25637,25647,51284
2021,Svalbard Longyear,699,698,1397
2021,Svolvær Helle,1831,1830,3661
2021,Szczecin - Goleniów,1622,1621,3243
2021,Tallinn,11448,11429,22877
2021,Tarbes-Lourdes Pyrénées,2422,2448,4870
2021,Tartu,463,469,932
2021,Tbilisi,10632,10648,21280
2021,Tel Aviv - Ben Gurion International,37478,37472,74950
2021,Tenerife North,26012,26003,52015
2021,Tenerife Sur - Reina Sofia,18678,18683,37361
2021,Thessaloniki,18912,18978,37890
2021,Tirana,13093,13097,26190
2021,Torino Caselle,10847,10919,21766
2021,Toulouse-Blagnac,23951,23794,47745
2021,Tours-Val de Loire,1673,1646,3319
2021,Toussus-le-Noble,6566,6483,13049
2021,Treviso,5203,5207,10410
2021,Tromsø,18474,18475,36949
2021,Trondheim,19628,19627,39255
2021,Tukums Jurmala,2,3,5
2021,Vadsø,3161,3154,6315
2021,Valencia,22036,22012,44048
2021,Valencia - Requena,133,266,399
2021,Valladolid,1116,1530,2646
2021,Vardø Svartnes,1091,1087,2178
2021,Venice,19584,19572,39156
2021,Ventspils,12,11,23
2021,Vienna,63900,63942,127842
2021,Vigo,3442,3452,6894
2021,Vilnius,11854,11860,23714
2021,Vitoria,5091,5151,10242
2021,Værøy,369,452,821
2021,Warszawa - Chopina,47312,47354,94666
2021,Warszawa - Modlin,6529,6556,13085
2021,Waterford,363,371,734
2021,Weston,190,191,381
2021,Wroclaw - Strachowice,8695,8704,17399
2021,Yerevan,9719,9720,19439
2021,Zagreb,14466,14486,28952
2021,Zakinthos,4693,4678,9371
2021,Zaragoza,4150,4155,8305
2021,Zielona Gora - Babimost,355,352,707
2021,Zürich,62860,62834,125694
2021,iGA Istanbul Airport,139058,138925,277983
2022,Abad,84,84,168
2022,Aberdeen,15251,15278,30529
2022,Agen-La Garenne,706,774,1480
2022,Ajaccio-Napoléon-Bonaparte,8021,8024,16045
2022,Aktion,3333,3348,6681
2022,Al Massira,6123,6119,12242
2022,Albacete,344,407,751
2022,Albert-Bray,643,648,1291
2022,Alesund,6255,6265,12520
2022,Alicante,38777,38782,77559
2022,Almeria,3315,3329,6644
2022,Alta,3502,3501,7003
2022,Amsterdam - Schiphol,176178,176130,352308
2022,Andenes,1406,1402,2808
2022,Angers-Marcé,710,741,1451
2022,Ankara - Esenboğa,27260,27239,54499
2022,Annecy-Meythet,1786,1836,3622
2022,Annemasse,1121,1031,2152
2022,Antalya,87019,87020,174039
2022,Antwerp,5805,5784,11589
2022,Asturias,4736,4731,9467
2022,Athens,89427,89583,179010
2022,Avignon-Caumont,3173,3402,6575
2022,Badajoz,841,876,1717
2022,Barcelona,119645,119656,239301
2022,Bardufoss,1109,1120,2229
2022,Bastia-Poretta,7533,7541,15074
2022,Batsfjord,821,819,1640
2022,Beauvais-Tillé,12687,12733,25420
2022,Belfast - Aldergrove,18641,18594,37235
2022,Belfast - City Airport,10133,10142,20275
2022,Belgrade - Nikola Tesla,27783,27740,55523
2022,Bergamo,37056,37077,74133
2022,Bergen,39447,39532,78979
2022,Bergerac-Roumanière,1601,1704,3305
2022,Berlevåg,661,664,1325
2022,Berlin - Brandenburg,68557,68616,137173
2022,Biarritz-Bayonne-Anglet,5155,5199,10354
2022,Biggin Hill,11413,11463,22876
2022,Bilbao,17837,17852,35689
2022,Birmingham,33810,33836,67646
2022,Bodø,15948,15947,31895
2022,Bologna,30433,30437,60870
2022,Bordeaux-Mérignac,23751,23775,47526
2022,Bratislava,7559,7561,15120
2022,Bremen,8573,8797,17370
2022,Brest-Bretagne,5422,5406,10828
2022,Brindisi,10918,10925,21843
2022,Bristol,26298,26320,52618
2022,Brive-Souillac,1386,1427,2813
2022,Brno-Tuřany,3374,3408,6782
2022,Bronnoysund Bronnoy,2691,2692,5383
2022,Brussels,73610,73620,147230
2022,Bucharest - Băneasa,2684,2694,5378
2022,Bucharest - Otopeni,42709,42722,85431
2022,Budapest - Ferihegy,41280,41236,82516
2022,Burgos,470,367,837
2022,Bydgoszcz,1422,1413,2835
2022,Bâle-Mulhouse,28520,28560,57080
2022,Béziers-Vias,2484,2517,5001
2022,Caen-Carpiquet,2117,2159,4276
2022,Calvi-Sainte-Catherine,2995,3060,6055
2022,Cannes-Mandelieu,7945,7881,15826
2022,Carcassonne-Salvaza,2243,2334,4577
2022,Cascais,3368,3336,6704
2022,Catania,31856,31836,63692
2022,Chambéry-Aix-les-Bains,3142,3179,6321
2022,Charleroi,24471,24420,48891
2022,Chișinău,7802,7811,15613
2022,Châlons-Vatry,1577,1614,3191
2022,Châteauroux-Déols,1034,1073,2107
2022,Ciudad Real Central,84,71,155
2022,Clermont-Ferrand-Auvergne,3298,3345,6643
2022,Cologne-Bonn,50989,51442,102431
2022,Connaught,2418,2420,4838
2022,Copenhagen - Kastrup,84947,84975,169922
2022,Cordoba,194,196,390
2022,Corfu,14252,14267,28519
2022,Cork,8411,8397,16808
2022,Deauville-Normandie,1304,1342,2646
2022,Dinard-Pleurtuit-Saint-Malo,924,982,1906
2022,Donegal,665,667,1332
2022,Dresden,5245,5291,10536
2022,Dublin,88624,88655,177279
2022,Dusseldorf,60216,60283,120499
2022,Dôle-Tavaux,1242,1278,2520
2022,East Midlands,25352,25293,50645
2022,Edinburgh,41358,41366,82724
2022,Erfurt,1400,1473,2873
2022,Farnborough,13782,13851,27633
2022,Faro,26865,26877,53742
2022,Figari-Sud Corse,5896,5913,11809
2022,Flores,916,919,1835
2022,Florø,3497,3506,7003
2022,Forde Bringeland,1160,1160,2320
2022,Frankfurt,159707,159729,319436
2022,Fuerteventura,19688,19711,39399
2022,Gdansk,17382,17404,34786
2022,Geneva,65436,65427,130863
2022,Gerona,6096,6549,12645
2022,Glasgow,27274,27318,54592
2022,Gran Canaria,47541,47458,94999
2022,Granada,3790,3811,7601
2022,Graz,5958,6026,11984
2022,Grenoble-Isère,2930,3027,5957
2022,Groningen,4520,4588,9108
2022,Göteborg,19939,19959,39898
2022,Hamburg,43526,43691,87217
2022,Hammerfest,4181,4192,8373
2022,Hanover,19285,19390,38675
2022,Harstad - Narvik Evenes,4421,4419,8840
2022,Haugesund,3108,3102,6210
2022,Helsinki - Vantaa,55172,55161,110333
2022,Heraklion,27084,27085,54169
2022,Hierro,2210,2216,4426
2022,Honningsvåg Valan,819,813,1632
2022,Horta,2273,2277,4550
2022,Hyères-Le Palyvestre,4819,4834,9653
2022,Ibiza,36778,36785,73563
2022,Ibn Batouta,6505,6474,12979
2022,Innsbruck,6514,6512,13026
2022,Istanbul Atatürk,8161,8190,16351
2022,Istanbul Sabiha Gökçen,80925,80902,161827
2022,Istres-Le Tubé,1626,1581,3207
2022,Izmir - Adnan Menderes,27378,27363,54741
2022,Jerez De La Frontera,6153,6179,12332
2022,Karlovy Vary,445,496,941
2022,Katowice - Pyrzowice,16079,16095,32174
2022,Kaunas,4224,4225,8449
2022,Kefallinia,3775,3800,7575
2022,Kerry - Farranfore,1977,1976,3953
2022,Khania - Souda,12715,12696,25411
2022,Kiev - Boryspil,5010,4981,9991
2022,Kirkenes Høybuktmoen,2919,2921,5840
2022,Klagenfurt,2084,2075,4159
2022,Kos,10437,10401,20838
2022,Krakow - Balice,24234,24247,48481
2022,Kristiansand Kjevik,5026,5044,10070
2022,Kristiansund Kvernberget,3724,3752,7476
2022,La Coruna,3700,3700,7400
2022,La Gomera,888,887,1775
2022,La Palma,8471,8486,16957
2022,La Rochelle-Ile de Ré,1998,2075,4073
2022,Lakselv Banak,831,832,1663
2022,Lannion,236,243,479
2022,Lanzarote,25662,25654,51316
2022,Larnaca,21317,21308,42625
2022,Le Havre-Octeville,432,440,872
2022,Le Mans,720,771,1491
2022,Leipzig-Halle,32776,32803,65579
2022,Leknes,1966,1967,3933
2022,Lelystad,1255,1224,2479
2022,Leon,468,470,938
2022,Liepaja,525,528,1053
2022,Lille-Lesquin,8169,8193,16362
2022,Limoges-Bellegarde,2887,2951,5838
2022,Linz,4212,4329,8541
2022,Lisbon,84478,84416,168894
2022,Liège,14212,14203,28415
2022,Ljubljana,7428,7436,14864
2022,Lleida - Alguaire,1600,1674,3274
2022,Lodz - Lublinek,1422,1430,2852
2022,Logrono,244,238,482
2022,London - City,19272,19274,38546
2022,London - Gatwick,92676,92664,185340
2022,London - Heathrow,155586,155626,311212
2022,London - Luton,50288,50316,100604
2022,London - Stansted,74232,74251,148483
2022,Londonderry - Eglinton,1583,1585,3168
2022,Lorient-Lann Bihoué,1712,1676,3388
2022,Lublin,1542,1548,3090
2022,Luxembourg,29399,29456,58855
2022,Lučko,133,131,264
2022,Lyon-Bron,4304,4303,8607
2022,Lyon-Saint-Exupéry,33636,33623,67259
2022,Maastricht-Aachen,4230,4223,8453
2022,Madeira,11720,11715,23435
2022,Madrid - Barajas,145179,145160,290339
2022,Madrid - Cuatro Viento,1898,1416,3314
2022,Madrid - Getafe,451,469,920
2022,Madrid - Torrejon,761,791,1552
2022,Mahon,16633,16629,33262
2022,Malta,20617,20663,41280
2022,Manchester,67771,67768,135539
2022,Maribor,757,772,1529
2022,Marseille-Provence,38324,38459,76783
2022,Mehamn,1095,1097,2192
2022,Melilla,3902,3899,7801
2022,Menara,15639,15629,31268
2022,Metz-Nancy-Lorraine,976,1005,1981
2022,Mikonos,9367,9362,18729
2022,Milan - Linate,41612,41865,83477
2022,Milan - Malpensa,79182,79191,158373
2022,Mo i Rana Røssvoll,2090,2092,4182
2022,Mohammed V International,28242,28189,56431
2022,Molde Årø,2191,2192,4383
2022,Montijo,86,71,157
2022,Montpellier-Méditerranée,11009,11052,22061
2022,Mosjøen Kjærstad,1501,1502,3003
2022,Muenster-Osnabrueck,7682,8298,15980
2022,Munich,118682,118664,237346
2022,Murcia San Javier,57,76,133
2022,Málaga,60383,60382,120765
2022,Namsos Høknesøra,911,908,1819
2022,Nantes-Atlantique,19987,20030,40017
2022,Naples,37877,37875,75752
2022,Newcastle,15241,15259,30500
2022,Nice-Côte d’Azur,59189,59212,118401
2022,Noain Pamplona,1376,1377,2753
2022,Nuremberg,15611,15869,31480
2022,Nîmes-Garons,2093,1956,4049
2022,Olsztyn-Mazury,619,624,1243
2022,Orsta¿Volda Hovden,1826,1825,3651
2022,Oslo - Gardermoen,86241,86265,172506
2022,Ostend-Bruges,3240,3266,6506
2022,Ostrava,3179,3188,6367
2022,Palanga,1403,1403,2806
2022,Palermo Falcone-Borsellino,24575,24568,49143
2022,Palma - Son San Juan,36,31,67
2022,Palma de Mallorca,101260,101273,202533
2022,Paphos,9862,9874,19736
2022,Paris-Charles-de-Gaulle,170317,170251,340568
2022,Paris-Le Bourget,27581,27584,55165
2022,Paris-Orly,82923,82949,165872
2022,Pau-Pyrénées,3399,3410,6809
